,open,high,low,close,volume,edit_count,sentiment,neg_sentiment,tomorrow,target
2014-09-17 00:00:00+00:00,465.864013671875,468.1740112304688,452.4219970703125,457.3340148925781,21056800,6.0,-0.3034047713699614,0.6502090752384871,424.4400024414063,0
2014-09-18 00:00:00+00:00,456.8599853515625,456.8599853515625,413.10400390625,424.4400024414063,34483200,5.933333333333334,-0.3193401004694576,0.6585424085718204,394.7959899902344,0
2014-09-19 00:00:00+00:00,424.1029968261719,427.8349914550781,384.5320129394531,394.7959899902344,37919700,5.933333333333334,-0.3198298619014695,0.6585424085718204,408.9039916992188,1
2014-09-20 00:00:00+00:00,394.6730041503906,423.2959899902344,389.8829956054688,408.9039916992188,36863600,5.766666666666667,-0.3247497514707521,0.6609233609527727,398.8210144042969,0
2014-09-21 00:00:00+00:00,408.0849914550781,412.4259948730469,393.1809997558594,398.8210144042969,26580100,5.8,-0.2956822659395809,0.6442566942861061,435.7909851074219,1
2014-09-23 00:00:00+00:00,402.0920104980469,441.5570068359375,396.1969909667969,435.7909851074219,45099500,5.5,-0.2894015180047871,0.6410515660809779,423.2049865722656,0
2014-09-24 00:00:00+00:00,435.7510070800781,436.1119995117188,421.1319885253906,423.2049865722656,30627700,5.566666666666666,-0.2904633985933186,0.6410515660809779,411.5740051269531,0
2014-09-25 00:00:00+00:00,423.156005859375,423.5199890136719,409.4679870605469,411.5740051269531,26814400,5.6,-0.2777258548779476,0.6354960105254223,399.5199890136719,0
2014-09-27 00:00:00+00:00,403.5559997558594,406.62298583984375,397.37200927734375,399.5199890136719,15029300,5.633333333333334,-0.246505591635226,0.6188293438587557,375.4670104980469,0
2014-09-29 00:00:00+00:00,376.9280090332031,385.21099853515625,372.239990234375,375.4670104980469,32497700,6.666666666666667,-0.209685899483511,0.5996374246668364,386.9440002441406,1
2014-09-30 00:00:00+00:00,376.0880126953125,390.97698974609375,373.4429931640625,386.9440002441406,34707300,7.166666666666667,-0.2296117682927341,0.6113040913335032,383.614990234375,0
2014-10-01 00:00:00+00:00,387.427001953125,391.3789978027344,380.7799987792969,383.614990234375,26229400,6.933333333333334,-0.2381714159209733,0.6160659960954078,375.0719909667969,0
2014-10-02 00:00:00+00:00,383.9880065917969,385.49700927734375,372.9460144042969,375.0719909667969,21777700,6.666666666666667,-0.219269132411401,0.6060659960954078,359.5119934082031,0
